Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	InSPI2_R1	InSPI2_R2	LSP_R1	LSP_R2
sense	NC_016810.1	RefSeq	gene	526302	526772	.	-	.	ID=gene-SL1344_RS02400;Name=SL1344_RS02400;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS02400;old_locus_tag=SL1344_0464	13.418865602754124	11.588744976234832	2.596015346524217	0.0
sense	NC_016810.1	Protein Homology	CDS	526302	526772	.	-	0	ID=cds-WP_000136181.1;Parent=gene-SL1344_RS02400;Dbxref=GenBank:WP_000136181.1;Name=WP_000136181.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459466.1;locus_tag=SL1344_RS02400;product=YlaC family protein;protein_id=WP_000136181.1;transl_table=11	13.418865602754124	11.588744976234832	2.596015346524217	0.0
sense	NC_016810.1	RefSeq	gene	526889	527440	.	-	.	ID=gene-SL1344_RS02405;Name=maa;gbkey=Gene;gene=maa;gene_biotype=protein_coding;locus_tag=SL1344_RS02405;old_locus_tag=SL1344_0465	2.240176878153542	3.643029384691671	14.556228907296502	11.213355483149176
sense	NC_016810.1	Protein Homology	CDS	526889	527440	.	-	0	ID=cds-WP_001278792.1;Parent=gene-SL1344_RS02405;Dbxref=GenBank:WP_001278792.1;Name=WP_001278792.1;Ontology_term=GO:0016407;gbkey=CDS;gene=maa;go_function=acetyltransferase activity|0016407||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459467.1;locus_tag=SL1344_RS02405;product=maltose O-acetyltransferase;protein_id=WP_001278792.1;transl_table=11	2.240176878153542	3.643029384691671	14.556228907296502	11.213355483149176
sense	NC_016810.1	RefSeq	gene	527619	527837	.	-	.	ID=gene-SL1344_RS02410;Name=SL1344_RS02410;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS02410;old_locus_tag=SL1344_0466	16.62572672431761	8.526542356342931	60.21891958908964	37.68506682921367
sense	NC_016810.1	Protein Homology	CDS	527619	527837	.	-	0	ID=cds-WP_001280991.1;Parent=gene-SL1344_RS02410;Dbxref=GenBank:WP_001280991.1;Name=WP_001280991.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459468.1;locus_tag=SL1344_RS02410;product=HHA domain-containing protein;protein_id=WP_001280991.1;transl_table=11	16.62572672431761	8.526542356342931	60.21891958908964	37.68506682921367
sense	NC_016810.1	RefSeq	gene	527865	528239	.	-	.	ID=gene-SL1344_RS02415;Name=tomB;gbkey=Gene;gene=tomB;gene_biotype=protein_coding;locus_tag=SL1344_RS02415;old_locus_tag=SL1344_0467	8.610244285454147	13.406348135665349	91.52956736908041	100.41186056643981
sense	NC_016810.1	Protein Homology	CDS	527865	528239	.	-	0	ID=cds-WP_000344807.1;Parent=gene-SL1344_RS02415;Dbxref=GenBank:WP_000344807.1;Name=WP_000344807.1;gbkey=CDS;gene=tomB;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001741190.1;locus_tag=SL1344_RS02415;product=Hha toxicity modulator TomB;protein_id=WP_000344807.1;transl_table=11	8.610244285454147	13.406348135665349	91.52956736908041	100.41186056643981
sense	NC_016810.1	RefSeq	gene	528735	531884	.	-	.	ID=gene-SL1344_RS02420;Name=acrB;gbkey=Gene;gene=acrB;gene_biotype=protein_coding;locus_tag=SL1344_RS02420;old_locus_tag=SL1344_0468	3.8165976442615897	2.8727888862140034	0.38816610419457337	0.16375058800789272
sense	NC_016810.1	Protein Homology	CDS	528735	531884	.	-	0	ID=cds-WP_001132508.1;Parent=gene-SL1344_RS02420;Dbxref=GenBank:WP_001132508.1;Name=WP_001132508.1;gbkey=CDS;gene=acrB;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459470.1;locus_tag=SL1344_RS02420;product=efflux RND transporter permease AcrB;protein_id=WP_001132508.1;transl_table=11	3.8165976442615897	2.8727888862140034	0.38816610419457337	0.16375058800789272
sense	NC_016810.1	RefSeq	gene	531907	533100	.	-	.	ID=gene-SL1344_RS02425;Name=acrA;gbkey=Gene;gene=acrA;gene_biotype=protein_coding;locus_tag=SL1344_RS02425;old_locus_tag=SL1344_0469	3.394662226303022	2.5263218848615607	0.5851750314491057	0.0
sense	NC_016810.1	Protein Homology	CDS	531907	533100	.	-	0	ID=cds-WP_001039202.1;Parent=gene-SL1344_RS02425;Dbxref=GenBank:WP_001039202.1;Name=WP_001039202.1;gbkey=CDS;gene=acrA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459471.1;locus_tag=SL1344_RS02425;product=multidrug efflux RND transporter periplasmic adaptor subunit AcrA;protein_id=WP_001039202.1;transl_table=11	3.394662226303022	2.5263218848615607	0.5851750314491057	0.0
sense	NC_016810.1	RefSeq	gene	533242	533895	.	+	.	ID=gene-SL1344_RS02430;Name=acrR;gbkey=Gene;gene=acrR;gene_biotype=protein_coding;locus_tag=SL1344_RS02430;old_locus_tag=SL1344_0470	1.1204690331777143	2.342743230347811	2.3147519974905753	1.5774139211769482
sense	NC_016810.1	Protein Homology	CDS	533242	533895	.	+	0	ID=cds-WP_000101755.1;Parent=gene-SL1344_RS02430;Dbxref=GenBank:WP_000101755.1;Name=WP_000101755.1;gbkey=CDS;gene=acrR;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459472.1;locus_tag=SL1344_RS02430;product=multidrug efflux transporter transcriptional repressor AcrR;protein_id=WP_000101755.1;transl_table=11	1.1204690331777143	2.342743230347811	2.3147519974905753	1.5774139211769482
sense	NC_016810.1	RefSeq	gene	534014	537376	.	+	.	ID=gene-SL1344_RS02435;Name=mscK;gbkey=Gene;gene=mscK;gene_biotype=protein_coding;locus_tag=SL1344_RS02435;old_locus_tag=SL1344_0471	1.171194995206055	0.6833871867294685	0.10388031334377522	0.20450564068782318
sense	NC_016810.1	Protein Homology	CDS	534014	537376	.	+	0	ID=cds-WP_000178249.1;Parent=gene-SL1344_RS02435;Dbxref=GenBank:WP_000178249.1;Name=WP_000178249.1;Ontology_term=GO:0055085,GO:0016020;gbkey=CDS;gene=mscK;go_component=membrane|0016020||IEA;go_process=transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459473.1;locus_tag=SL1344_RS02435;product=mechanosensitive channel MscK;protein_id=WP_000178249.1;transl_table=11	1.171194995206055	0.6833871867294685	0.10388031334377522	0.20450564068782318
sense	NC_016810.1	RefSeq	gene	537418	538353	.	-	.	ID=gene-SL1344_RS02440;Name=SL1344_RS02440;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS02440;old_locus_tag=SL1344_0472	1.0275455196088896	2.1484532268694467	0.9330915966215706	0.0
sense	NC_016810.1	Protein Homology	CDS	537418	538353	.	-	0	ID=cds-WP_000440523.1;Parent=gene-SL1344_RS02440;Dbxref=GenBank:WP_000440523.1;Name=WP_000440523.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459474.1;locus_tag=SL1344_RS02440;product=Rpn family recombination-promoting nuclease/putative transposase;protein_id=WP_000440523.1;transl_table=11	1.0275455196088896	2.1484532268694467	0.9330915966215706	0.0
sense	NC_016810.1	RefSeq	gene	538423	538590	.	-	.	ID=gene-SL1344_RS02445;Name=rsmS;gbkey=Gene;gene=rsmS;gene_biotype=protein_coding;locus_tag=SL1344_RS02445;old_locus_tag=SL1344_0473	0.8178423523417693	0.0	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	538423	538590	.	-	0	ID=cds-WP_000051161.1;Parent=gene-SL1344_RS02445;Dbxref=GenBank:WP_000051161.1;Name=WP_000051161.1;gbkey=CDS;gene=rsmS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459475.1;locus_tag=SL1344_RS02445;product=pleiotropic regulatory protein RsmS;protein_id=WP_000051161.1;transl_table=11	0.8178423523417693	0.0	0.0	0.0
sense	NC_016810.1	RefSeq	gene	538604	539131	.	-	.	ID=gene-SL1344_RS02450;Name=priC;gbkey=Gene;gene=priC;gene_biotype=protein_coding;locus_tag=SL1344_RS02450;old_locus_tag=SL1344_0474	1.0408902666167972	0.5440888042071976	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	538604	539131	.	-	0	ID=cds-WP_001738050.1;Parent=gene-SL1344_RS02450;Dbxref=GenBank:WP_001738050.1;Name=WP_001738050.1;gbkey=CDS;gene=priC;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001454692.1;locus_tag=SL1344_RS02450;product=primosomal replication protein N'';protein_id=WP_001738050.1;transl_table=11	1.0408902666167972	0.5440888042071976	0.0	0.0
sense	NC_016810.1	RefSeq	gene	539200	539577	.	+	.	ID=gene-SL1344_RS02455;Name=SL1344_RS02455;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS02455	1.211618299765584	1.0133294131266324	0.6161366733247197	0.0
sense	NC_016810.1	Protein Homology	CDS	539200	539577	.	+	0	ID=cds-WP_001189860.1;Parent=gene-SL1344_RS02455;Dbxref=GenBank:WP_001189860.1;Name=WP_001189860.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459477.1;locus_tag=SL1344_RS02455;product=DUF454 family protein;protein_id=WP_001189860.1;transl_table=11	1.211618299765584	1.0133294131266324	0.6161366733247197	0.0
sense	NC_016810.1	RefSeq	gene	539730	540281	.	+	.	ID=gene-SL1344_RS02460;Name=apt;gbkey=Gene;gene=apt;gene_biotype=protein_coding;locus_tag=SL1344_RS02460;old_locus_tag=SL1344_0476	3.4847195882388413	4.163462153933338	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	539730	540281	.	+	0	ID=cds-WP_000127350.1;Parent=gene-SL1344_RS02460;Dbxref=GenBank:WP_000127350.1;Name=WP_000127350.1;Ontology_term=GO:0006168,GO:0003999;gbkey=CDS;gene=apt;go_function=adenine phosphoribosyltransferase activity|0003999||IEA;go_process=adenine salvage|0006168||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_005125198.1;locus_tag=SL1344_RS02460;product=adenine phosphoribosyltransferase;protein_id=WP_000127350.1;transl_table=11	3.4847195882388413	4.163462153933338	0.0	0.0
sense	NC_016810.1	RefSeq	gene	540395	542323	.	+	.	ID=gene-SL1344_RS02465;Name=dnaX;gbkey=Gene;gene=dnaX;gene_biotype=protein_coding;locus_tag=SL1344_RS02465;old_locus_tag=SL1344_0477	3.9056318039255418	4.348648806503314	0.8300597095918172	1.0250328409514278
sense	NC_016810.1	Protein Homology	CDS	540395	542323	.	+	0	ID=cds-WP_000121962.1;Parent=gene-SL1344_RS02465;Dbxref=GenBank:WP_000121962.1;Name=WP_000121962.1;Ontology_term=GO:0006260,GO:0003677,GO:0003887,GO:0005524,GO:0009360;gbkey=CDS;gene=dnaX;go_component=DNA polymerase III complex|0009360||IEA;go_function=DNA binding|0003677||IEA,DNA-directed DNA polymerase activity|0003887||IEA,ATP binding|0005524||IEA;go_process=DNA replication|0006260||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459479.1;locus_tag=SL1344_RS02465;product=DNA polymerase III subunit gamma/tau;protein_id=WP_000121962.1;transl_table=11	3.9056318039255418	4.348648806503314	0.8300597095918172	1.0250328409514278
sense	NC_016810.1	cmsearch	sequence_feature	541656	541720	.	+	.	ID=id-SL1344_RS02465;Dbxref=RFAM:RF00382;Note=DnaX frameshifting element;gbkey=misc_feature;gene=dnaX;inference=COORDINATES: profile:INFERNAL:1.1.5;locus_tag=SL1344_RS02465	3.1707118890788593	0.0	1.3436518991350617	3.9678027094220156
sense	NC_016810.1	RefSeq	gene	542369	542698	.	+	.	ID=gene-SL1344_RS02470;Name=SL1344_RS02470;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS02470;old_locus_tag=SL1344_0478	5.773471345501167	4.526818851003884	0.35287827654052123	0.0
sense	NC_016810.1	Protein Homology	CDS	542369	542698	.	+	0	ID=cds-WP_000467098.1;Parent=gene-SL1344_RS02470;Dbxref=GenBank:WP_000467098.1;Name=WP_000467098.1;Ontology_term=GO:0003677;gbkey=CDS;go_function=DNA binding|0003677||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001364632.1;locus_tag=SL1344_RS02470;product=YbaB/EbfC family nucleoid-associated protein;protein_id=WP_000467098.1;transl_table=11	5.773471345501167	4.526818851003884	0.35287827654052123	0.0
sense	NC_016810.1	RefSeq	gene	542698	543303	.	+	.	ID=gene-SL1344_RS02475;Name=recR;gbkey=Gene;gene=recR;gene_biotype=protein_coding;locus_tag=SL1344_RS02475;old_locus_tag=SL1344_0479	3.5974266904327052	6.320767626433448	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	542698	543303	.	+	0	ID=cds-WP_001195023.1;Parent=gene-SL1344_RS02475;Dbxref=GenBank:WP_001195023.1;Name=WP_001195023.1;Ontology_term=GO:0006281,GO:0006310,GO:0003677,GO:0046872;gbkey=CDS;gene=recR;go_function=DNA binding|0003677||IEA,metal ion binding|0046872||IEA;go_process=DNA repair|0006281||IEA,DNA recombination|0006310||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459481.1;locus_tag=SL1344_RS02475;product=recombination mediator RecR;protein_id=WP_001195023.1;transl_table=11	3.5974266904327052	6.320767626433448	0.0	0.0
sense	NC_016810.1	RefSeq	gene	543414	545288	.	+	.	ID=gene-SL1344_RS02480;Name=htpG;gbkey=Gene;gene=htpG;gene_biotype=protein_coding;locus_tag=SL1344_RS02480;old_locus_tag=SL1344_0480	7.0347527779029715	5.9243290809035445	0.18631973001339522	0.0
sense	NC_016810.1	Protein Homology	CDS	543414	545288	.	+	0	ID=cds-WP_001520210.1;Parent=gene-SL1344_RS02480;Dbxref=GenBank:WP_001520210.1;Name=WP_001520210.1;Ontology_term=GO:0006457,GO:0005524,GO:0016887,GO:0051082;gbkey=CDS;gene=htpG;go_function=ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,unfolded protein binding|0051082||IEA;go_process=protein folding|0006457||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003903109.1;locus_tag=SL1344_RS02480;product=molecular chaperone HtpG;protein_id=WP_001520210.1;transl_table=11	7.0347527779029715	5.9243290809035445	0.18631973001339522	0.0
sense	NC_016810.1	RefSeq	gene	545529	546173	.	+	.	ID=gene-SL1344_RS02485;Name=adk;gbkey=Gene;gene=adk;gene_biotype=protein_coding;locus_tag=SL1344_RS02485;old_locus_tag=SL1344_0481	3.834349261211643	4.453936257696128	0.0	1.0662828986560455
sense	NC_016810.1	Protein Homology	CDS	545529	546173	.	+	0	ID=cds-WP_001220237.1;Parent=gene-SL1344_RS02485;Dbxref=GenBank:WP_001220237.1;Name=WP_001220237.1;Ontology_term=GO:0006139,GO:0004017,GO:0005524;gbkey=CDS;gene=adk;go_function=adenylate kinase activity|0004017||IEA,ATP binding|0005524||IEA;go_process=nucleobase-containing compound metabolic process|0006139||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007706188.1;locus_tag=SL1344_RS02485;product=adenylate kinase;protein_id=WP_001220237.1;transl_table=11	3.834349261211643	4.453936257696128	0.0	1.0662828986560455
sense	NC_016810.1	RefSeq	gene	546402	547364	.	+	.	ID=gene-SL1344_RS02490;Name=hemH;gbkey=Gene;gene=hemH;gene_biotype=protein_coding;locus_tag=SL1344_RS02490;old_locus_tag=SL1344_0482	0.9511769829935427	0.7955109411461414	2.660328439962807	1.7854425483726617
sense	NC_016810.1	Protein Homology	CDS	546402	547364	.	+	0	ID=cds-WP_001250078.1;Parent=gene-SL1344_RS02490;Dbxref=GenBank:WP_001250078.1;Name=WP_001250078.1;Ontology_term=GO:0006779,GO:0004325;gbkey=CDS;gene=hemH;go_function=ferrochelatase activity|0004325||IEA;go_process=porphyrin-containing compound biosynthetic process|0006779||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459484.1;locus_tag=SL1344_RS02490;product=ferrochelatase;protein_id=WP_001250078.1;transl_table=11	0.9511769829935427	0.7955109411461414	2.660328439962807	1.7854425483726617
sense	NC_016810.1	RefSeq	gene	547361	548332	.	-	.	ID=gene-SL1344_RS02495;Name=aes;gbkey=Gene;gene=aes;gene_biotype=protein_coding;locus_tag=SL1344_RS02495;old_locus_tag=SL1344_0483	0.1413554683059848	0.0	0.0	0.0
sense	NC_016810.1	Protein Homology	CDS	547361	548332	.	-	0	ID=cds-WP_000801786.1;Parent=gene-SL1344_RS02495;Dbxref=GenBank:WP_000801786.1;Name=WP_000801786.1;Ontology_term=GO:0016787;gbkey=CDS;gene=aes;go_function=hydrolase activity|0016787||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459485.1;locus_tag=SL1344_RS02495;product=acetyl esterase;protein_id=WP_000801786.1;transl_table=11	0.1413554683059848	0.0	0.0	0.0
sense	NC_016810.1	RefSeq	gene	548485	549789	.	+	.	ID=gene-SL1344_RS02500;Name=gsk;gbkey=Gene;gene=gsk;gene_biotype=protein_coding;locus_tag=SL1344_RS02500;old_locus_tag=SL1344_0484	1.1932351255622438	0.7337902646779062	0.26770076151349886	0.0
sense	NC_016810.1	Protein Homology	CDS	548485	549789	.	+	0	ID=cds-WP_000671592.1;Parent=gene-SL1344_RS02500;Dbxref=GenBank:WP_000671592.1;Name=WP_000671592.1;gbkey=CDS;gene=gsk;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459486.1;locus_tag=SL1344_RS02500;product=inosine/guanosine kinase;protein_id=WP_000671592.1;transl_table=11	1.1932351255622438	0.7337902646779062	0.26770076151349886	0.0
sense	NC_016810.1	RefSeq	gene	549838	551514	.	-	.	ID=gene-SL1344_RS02505;Name=ybaL;gbkey=Gene;gene=ybaL;gene_biotype=protein_coding;locus_tag=SL1344_RS02505;old_locus_tag=SL1344_0485	2.048263494236989	1.8843576474868238	0.6249543716907264	0.3075816053815516
sense	NC_016810.1	Protein Homology	CDS	549838	551514	.	-	0	ID=cds-WP_000546207.1;Parent=gene-SL1344_RS02505;Dbxref=GenBank:WP_000546207.1;Name=WP_000546207.1;Ontology_term=GO:0006813,GO:0008324,GO:0051139,GO:0016020;gbkey=CDS;gene=ybaL;go_component=membrane|0016020||IEA;go_function=monoatomic cation transmembrane transporter activity|0008324||IEA,metal cation:proton antiporter activity|0051139||IEA;go_process=potassium ion transport|0006813||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459487.1;locus_tag=SL1344_RS02505;product=YbaL family putative K(+) efflux transporter;protein_id=WP_000546207.1;transl_table=11	2.048263494236989	1.8843576474868238	0.6249543716907264	0.3075816053815516
sense	NC_016810.1	RefSeq	gene	551729	552949	.	-	.	ID=gene-SL1344_RS02510;Name=SL1344_RS02510;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS02510;old_locus_tag=SL1344_0486	0.562643387360431	0.47056329012514386	0.42917628227901233	0.0
sense	NC_016810.1	Protein Homology	CDS	551729	552949	.	-	0	ID=cds-WP_001251593.1;Parent=gene-SL1344_RS02510;Dbxref=GenBank:WP_001251593.1;Name=WP_001251593.1;Ontology_term=GO:0055085,GO:0022857;gbkey=CDS;go_function=transmembrane transporter activity|0022857||IEA;go_process=transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459488.1;locus_tag=SL1344_RS02510;product=MFS transporter;protein_id=WP_001251593.1;transl_table=11	0.562643387360431	0.47056329012514386	0.42917628227901233	0.0
sense	NC_016810.1	RefSeq	gene	553122	554774	.	+	.	ID=gene-SL1344_RS02515;Name=ushA;gbkey=Gene;gene=ushA;gene_biotype=protein_coding;locus_tag=SL1344_RS02515;old_locus_tag=SL1344_0487	0.8312009388591483	1.2744778281247848	0.2817902752773672	0.20803160001002702
sense	NC_016810.1	Protein Homology	CDS	553122	554774	.	+	0	ID=cds-WP_000670396.1;Parent=gene-SL1344_RS02515;Dbxref=GenBank:WP_000670396.1;Name=WP_000670396.1;Ontology_term=GO:0009166,GO:0000166,GO:0016787,GO:0046872;gbkey=CDS;gene=ushA;go_function=nucleotide binding|0000166||IEA,hydrolase activity|0016787||IEA,metal ion binding|0046872||IEA;go_process=nucleotide catabolic process|0009166||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459489.1;locus_tag=SL1344_RS02515;product=bifunctional UDP-sugar hydrolase/5'-nucleotidase UshA;protein_id=WP_000670396.1;transl_table=11	0.8312009388591483	1.2744778281247848	0.2817902752773672	0.20803160001002702
sense	NC_016810.1	RefSeq	gene	554891	555370	.	-	.	ID=gene-SL1344_RS02520;Name=ybaK;gbkey=Gene;gene=ybaK;gene_biotype=protein_coding;locus_tag=SL1344_RS02520;old_locus_tag=SL1344_0488	5.7248964663923845	3.5909861077675043	0.7278114453648251	0.0
sense	NC_016810.1	Protein Homology	CDS	554891	555370	.	-	0	ID=cds-WP_000186618.1;Parent=gene-SL1344_RS02520;Dbxref=GenBank:WP_000186618.1;Name=WP_000186618.1;Ontology_term=GO:0002161;gbkey=CDS;gene=ybaK;go_function=aminoacyl-tRNA editing activity|0002161||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_006818871.1;locus_tag=SL1344_RS02520;product=Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK;protein_id=WP_000186618.1;transl_table=11	5.7248964663923845	3.5909861077675043	0.7278114453648251	0.0
sense	NC_016810.1	RefSeq	gene	555572	556366	.	-	.	ID=gene-SL1344_RS02525;Name=SL1344_RS02525;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS02525;old_locus_tag=SL1344_0489	1.0369623788182432	0.72271418521107	0.4394333255032906	0.0
sense	NC_016810.1	Protein Homology	CDS	555572	556366	.	-	0	ID=cds-WP_000421859.1;Parent=gene-SL1344_RS02525;Dbxref=GenBank:WP_000421859.1;Name=WP_000421859.1;Ontology_term=GO:0008233;gbkey=CDS;go_function=peptidase activity|0008233||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459491.1;locus_tag=SL1344_RS02525;product=TraB/GumN family protein;protein_id=WP_000421859.1;transl_table=11	1.0369623788182432	0.72271418521107	0.4394333255032906	0.0
sense	NC_016810.1	RefSeq	gene	556452	557279	.	-	.	ID=gene-SL1344_RS02530;Name=SL1344_RS02530;gbkey=Gene;gene_biotype=protein_coding;locus_tag=SL1344_RS02530;old_locus_tag=SL1344_0490	1.1615731960796143	0.3469551794944448	0.8438393569447248	0.0
sense	NC_016810.1	Protein Homology	CDS	556452	557279	.	-	0	ID=cds-WP_000488548.1;Parent=gene-SL1344_RS02530;Dbxref=GenBank:WP_000488548.1;Name=WP_000488548.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_459492.1;locus_tag=SL1344_RS02530;product=lysozyme inhibitor LprI family protein;protein_id=WP_000488548.1;transl_table=11	1.1615731960796143	0.3469551794944448	0.8438393569447248	0.0
